,Job Request ID ,Application Date,Customer Name,Gender,Contact Number,Email Address,National ID Number,Administrative Division (Lagos),LGA Zone,Street Name,Zipcode,Description of Need,Latitude,Longitude,Job Status,Completed Date and time
2014,PP20120703782,2012-07-03,Emeka Ekanem,Male,2348053560361,emeka.ekanem53@gmail.com,36538416917,Lagos Island Division,Lagos Island,Powell,94102.0,Low water pressure affecting entire household supply,6.470085,3.402721,Other,2026-02-13 04:03:00
2015,PP20170404257,2017-04-04,Temitope Ibrahim,Female,2348190954092,temitope.ibrahim24@hotmail.com,68569868746,Lagos Island Division,Lagos Island,Twin Peaks,94114.0,Septic tank backflow causing strong sewage odor indoors,6.462722,3.380538,Other,2026-02-13 04:03:00
2016,PP20180822204,2018-08-22,Chinedu Ajayi,Male,2348136885202,chinedu.ajayi60@yahoo.com,60345641446,Ikeja Division,Alimosho,Maywood,94127.0,Bathroom floor drain completely clogged with wastewater backup,6.597488,3.266609,Other,2026-02-13 04:03:00
2017,PP20170803545,2017-08-03,Chinedu Ekanem,Male,2349091474024,chinedu.ekanem77@gmail.com,20569766608,Ikorodu Division,Ikorodu,California,94109.0,Open manhole with visible sewage leakage on street,6.611306,3.520067,Other,2026-02-13 04:03:00
2018,PP20121017381,2012-10-17,Tunde Nnamdi,Male,2349064946776,tunde.nnamdi86@yahoo.com,86836151920,Ikeja Division,Ifako-Ijaiye,Clay,94118.0,Water pipeline rupture near highway causing erosion,6.674969,3.326385,Other,2026-02-13 04:03:00
2019,PP20150709132,2015-07-09,Yetunde Danladi,Female,2348152105824,yetunde.danladi55@gmail.com,61202365038,Badagry Division,Ojo,Scott,94117.0,Low water pressure affecting entire household supply,6.460777,3.176111,Other,2026-02-13 04:03:00
2020,PP20120118792,2012-01-18,Opeyemi Nnamdi,Female,2348118631130,opeyemi.nnamdi76@outlook.com,25148121155,Epe Division,Epe,Bright,94132.0,Water heater pipe leakage soaking utility area,6.586048,3.991259,Other,2026-02-13 04:03:00
2021,PP20120404619,2012-04-04,Yetunde Okafor,Female,2348065564811,yetunde.okafor82@yahoo.com,41022838020,Lagos Island Division,Apapa,48th,94122.0,Persistent dripping tap in kitchen wasting water daily,6.432641,3.361996,Other,2026-02-13 04:03:00
2022,PP20100112405,2010-01-12,Ijeoma Ojo,Female,2348063303482,ijeoma.ojo31@hotmail.com,50180351032,Epe Division,Epe,Oak,94102.0,Bathroom floor drain completely clogged with wastewater backup,6.593324,3.979449,Other,2026-02-13 04:03:00
2023,PP20190930845,2019-09-30,Ayomide Mohammed,Male,2348054952097,ayomide.mohammed18@hotmail.com,66968838658,Ikeja Division,Agege,Egbert,94124.0,Major pipe burst near primary school disrupting access road,6.622507,3.364147,Other,2026-02-13 04:03:00
2024,PP20180227203,2018-02-27,Ngozi Yakubu,Female,2348140125338,ngozi.yakubu32@gmail.com,30509841795,Lagos Island Division,Eti-Osa,Raleigh,94112.0,Flooding due to collapsed drainage system after rainfall,6.432057,3.425833,Other,2026-02-13 04:03:00
2025,PP20141107613,2014-11-07,Chukwudi Chukwu,Male,2348081628570,chukwudi.chukwu46@gmail.com,21930049845,Ikeja Division,Agege,Bay,94123.0,Sewer overflow spreading wastewater near market area,6.608119,3.337813,Other,2026-02-13 04:03:00
2026,PP20150810005,2015-08-10,Tunde Ogunleye,Male,2349015205485,tunde.ogunleye24@gmail.com,98231371376,Badagry Division,Ojo,Hudson,94124.0,Cracked underground pipe slowly flooding compound,6.465603,3.184948,Other,2026-02-13 04:03:00
2027,PP20160913919,2016-09-13,Yetunde Umeh,Female,2349040006543,yetunde.umeh23@hotmail.com,81385886671,Epe Division,Ibeju-Lekki,20th,94110.0,kitchen remodel,6.459803,3.587064,Other,2026-02-13 04:03:00
2028,PP20110808102,2011-08-08,Oluwaseun Oladipo,Male,2348137743164,oluwaseun.oladipo93@outlook.com,96565242521,Ikeja Division,Ikeja,02nd,94122.0,Water heater pipe leakage soaking utility area,6.616422,3.355986,Other,2026-02-13 04:03:00
2029,PP20180309541,2018-03-09,Ijeoma Oladipo,Female,2349028897021,ijeoma.oladipo45@outlook.com,38074181200,Badagry Division,Ajeromi-Ifelodun,16th,94103.0,Water heater pipe leakage soaking utility area,6.47632,3.33093,Other,2026-02-13 04:03:00
2030,PP20100316679,2010-03-16,Chisom Ajayi,Female,2348183170349,chisom.ajayi26@yahoo.com,11573210761,Ikeja Division,Alimosho,Ellis,94109.0,Persistent dripping tap in kitchen wasting water daily,6.616499,3.297793,Other,2026-02-13 04:03:00
2031,PP20081017261,2008-10-17,Chioma Ojo,Female,2349037181119,chioma.ojo50@hotmail.com,65753709030,Lagos Island Division,Eti-Osa,Cabrillo,94118.0,Low water pressure affecting entire household supply,6.423591,3.425085,Other,2026-02-13 04:03:00
2032,PP20140630959,2014-06-30,Chioma Okoye,Female,2348102997693,chioma.okoye12@outlook.com,48885094910,Lagos Island Division,Apapa,Broderick,94115.0,Toilet overflow due to heavily blocked drain system,6.438883,3.352671,Other,2026-02-13 04:03:00
2033,PP20151013701,2015-10-13,Bola Chukwu,Female,2348097552491,bola.chukwu50@hotmail.com,44062518110,Epe Division,Ibeju-Lekki,23rd,94114.0,Public tap pipe severely damaged in residential community,6.471893,3.587972,Other,2026-02-13 04:03:00
2034,PP20150609396,2015-06-09,Ifeanyi Danladi,Male,2348144463583,ifeanyi.danladi67@outlook.com,3634544384,Badagry Division,Badagry,North Point,94109.0,Open manhole with visible sewage leakage on street,6.403108,2.89554,Other,2026-02-13 04:03:00
2035,PP20160722378,2016-07-22,Aisha Afolabi,Female,2349058907032,aisha.afolabi16@hotmail.com,83847033127,Ikeja Division,Mushin,York,94110.0,Major pipe burst near primary school disrupting access road,6.53302,3.347553,Other,2026-02-13 04:03:00
2036,PP20180405317,2018-04-05,Chinedu Danladi,Male,2348066889090,chinedu.danladi92@hotmail.com,70135262757,Ikeja Division,Ikeja,Clement,94118.0,Water main leakage along roadside causing traffic obstruction,6.586424,3.350051,Other,2026-02-13 04:03:00
2037,PP20141121007,2014-11-21,Bola Abiola,Female,2348113284500,bola.abiola29@yahoo.com,64423748292,Ikeja Division,Ikeja,Ofarrell,94109.0,Bathroom floor drain completely clogged with wastewater backup,6.597341,3.352631,Other,2026-02-13 04:03:00
2038,PP20140723623,2014-07-23,Adebayo Owolabi,Male,2348156977680,adebayo.owolabi85@gmail.com,77656658445,Ikeja Division,Ifako-Ijaiye,47th,94121.0,replace gas line & wall heater in unit c.,6.666169,3.308525,Other,2026-02-13 04:03:00
2039,PP20080418898,2008-04-18,Ifeanyi Adebisi,Male,2349012433776,ifeanyi.adebisi93@hotmail.com,93998128042,Ikeja Division,Oshodi-Isolo,Powell,94108.0,Open manhole with visible sewage leakage on street,6.549717,3.305044,Other,2026-02-13 04:03:00
2040,PP20171219293,2017-12-19,Chinedu Yakubu,Male,2348029304223,chinedu.yakubu75@outlook.com,20723441656,Ikorodu Division,Ikorodu,Cesar Chavez,94131.0,Low water pressure affecting entire household supply,6.625737,3.503518,Other,2026-02-13 04:03:00
2041,PP20081113405,2008-11-13,Chisom Adebisi,Female,2348036341587,chisom.adebisi32@yahoo.com,99275687720,Lagos Island Division,Apapa,New Montgomery,94105.0,"bathroom remodel. shower, sink toilet.",6.465587,3.339884,Other,2026-02-13 04:03:00
2042,PP20111228386,2011-12-28,Chisom Umeh,Female,2349071370727,chisom.umeh27@gmail.com,9179550142,Lagos Island Division,Lagos Mainland,Howth,94112.0,Public tap pipe severely damaged in residential community,6.537512,3.376957,Other,2026-02-13 04:03:00
2043,PP20141119919,2014-11-19,Yetunde Okafor,Female,2348086105238,yetunde.okafor31@gmail.com,18960029517,Ikeja Division,Alimosho,Market,94103.0,Persistent dripping tap in kitchen wasting water daily,6.617596,3.295798,Other,2026-02-13 04:03:00
2044,PP20131209555,2013-12-09,Ijeoma Adebisi,Female,2348051115166,ijeoma.adebisi77@outlook.com,37618451297,Ikorodu Division,Ikorodu,Sutter,94109.0,Blocked drainage channel causing street-level flooding,6.630796,3.506626,Other,2026-02-13 04:03:00
2045,PP20140219321,2014-02-19,Chukwudi Ibrahim,Male,2349061697714,chukwudi.ibrahim84@gmail.com,49080895609,Badagry Division,Badagry,Presidio,94115.0,Underground water pipe burst near hospital entrance,6.404014,2.899205,Other,2026-02-13 04:03:00
2046,PP20120910434,2012-09-10,Femi Adeyemi,Male,2348165859599,femi.adeyemi44@outlook.com,4194458590,Ikeja Division,Alimosho,15th,94103.0,Water heater pipe leakage soaking utility area,6.607865,3.297216,Other,2026-02-13 04:03:00
2047,PP20101223961,2010-12-23,Chisom Okafor,Female,2348175896003,chisom.okafor18@outlook.com,41765128861,Badagry Division,Amuwo-Odofin,Sutter,94102.0,replace leaking water heater,6.462348,3.23968,Other,2026-02-13 04:03:00
2048,PP20110928319,2011-09-28,Ayomide Yakubu,Male,2348032662108,ayomide.yakubu52@outlook.com,60885907588,Lagos Island Division,Surulere,Boutwell,94124.0,Toilet overflow due to heavily blocked drain system,6.502855,3.354901,Other,2026-02-13 04:03:00
2049,PP20140923294,2014-09-23,Temitope Yakubu,Female,2349092839569,temitope.yakubu84@gmail.com,63025037755,Ikeja Division,Kosofe,Bay,94123.0,"replace housetrap and 20ftof clay sewer line with cast iron, replace 38ft of 1-1/2in galvanized water line with copper.",6.581978,3.417423,Other,2026-02-13 04:03:00
2050,PP20101220878,2010-12-20,Ayomide Oladipo,Male,2349050554292,ayomide.oladipo60@hotmail.com,26714504225,Lagos Island Division,Lagos Island,Clay,94115.0,Public tap pipe severely damaged in residential community,6.439098,3.386912,Other,2026-02-13 04:03:00
2051,PP20190208003,2019-02-08,Zainab Balogun,Female,2349096722696,zainab.balogun75@hotmail.com,4442509013,Lagos Island Division,Eti-Osa,Market,94102.0,Toilet overflow due to heavily blocked drain system,6.446611,3.430762,Other,2026-02-13 04:03:00
2052,PP20190425231,2019-04-25,Abdulrahman Balogun,Male,2348115690616,abdulrahman.balogun24@hotmail.com,98979103419,Ikeja Division,Ikeja,22nd,94116.0,Blocked drainage channel causing street-level flooding,6.601174,3.353931,Other,2026-02-13 04:03:00
2053,PP20120529931,2012-05-29,Chukwudi Adeyemi,Male,2348058467106,chukwudi.adeyemi12@gmail.com,57436476470,Epe Division,Ibeju-Lekki,Green,94133.0,Underground water pipe burst near hospital entrance,6.467058,3.598566,Other,2026-02-13 04:03:00
2054,PP20170825222,2017-08-25,Ngozi Akinyemi,Female,2348175512321,ngozi.akinyemi61@yahoo.com,72085793151,Ikorodu Division,Ikorodu,Page,94117.0,Underground water pipe burst near hospital entrance,6.617396,3.512818,Other,2026-02-13 04:03:00
2055,PP20160520624,2016-05-20,Uche Yakubu,Male,2348055835052,uche.yakubu67@gmail.com,6651401446,Badagry Division,Ajeromi-Ifelodun,11th,94118.0,Blocked drainage channel causing street-level flooding,6.47816,3.325526,Other,2026-02-13 04:03:00
2056,PP20090601712,2009-06-01,Chukwudi Balogun,Male,2348113635619,chukwudi.balogun86@yahoo.com,45147096743,Lagos Island Division,Lagos Mainland,08th,94122.0,to renew an expired permit taken by another contractor - new plumbing to remodel 3 storey duplex,6.539988,3.363895,Other,2026-02-13 04:03:00
2057,PP20161013798,2016-10-13,Kelechi Owolabi,Male,2348087513067,kelechi.owolabi31@hotmail.com,8146793906,Lagos Island Division,Lagos Island,Parnassus,94117.0,Public tap pipe severely damaged in residential community,6.470396,3.390973,Other,2026-02-13 04:03:00
2058,PP20160927334,2016-09-27,Olamide Ogunleye,Male,2349091947747,olamide.ogunleye62@outlook.com,98006843581,Badagry Division,Amuwo-Odofin,Post,94109.0,Sudden burst water pipe inside bathroom wall causing flooding,6.447573,3.2311,Other,2026-02-13 04:03:00
2059,PP20190522012,2019-05-22,Uche Okafor,Male,2348084343027,uche.okafor80@outlook.com,43246225420,Lagos Island Division,Lagos Island,Blythdale,94134.0,High-pressure pipe burst affecting multiple residential buildings,6.449552,3.384302,Other,2026-02-13 04:03:00
2060,PP20170221119,2017-02-21,Femi Oladipo,Male,2349066285772,femi.oladipo57@yahoo.com,91234983842,Ikeja Division,Kosofe,Ingalls,94124.0,Blocked drainage channel causing street-level flooding,6.577224,3.415327,Other,2026-02-13 04:03:00
2061,PP20141219650,2014-12-19,Emeka Abiola,Male,2349035161438,emeka.abiola40@yahoo.com,67885821466,Lagos Island Division,Eti-Osa,45th,94122.0,to comply with nov#201404541 & 201407651.,6.442678,3.423976,Other,2026-02-13 04:03:00
2062,PP20160126347,2016-01-26,Chukwudi Ojo,Male,2348151666071,chukwudi.ojo13@outlook.com,52502137259,Ikorodu Division,Ikorodu,Cotter,94112.0,"1/f: add one bathroom,r elocate washer. 2/f: remodel kitchen & 2 bathrooms, 3/f: add one bathroom.",6.622477,3.499545,Other,2026-02-13 04:03:00
2063,PP20150210898,2015-02-10,Chukwudi Adeyemi,Male,2348174146543,chukwudi.adeyemi76@hotmail.com,3440848648,Lagos Island Division,Eti-Osa,Upland,94127.0,Low water pressure affecting entire household supply,6.424292,3.439887,Other,2026-02-13 04:03:00
2064,PP20140829686,2014-08-29,Kunle Nwosu,Male,2348107091202,kunle.nwosu92@gmail.com,49840644556,Ikeja Division,Agege,Beach,94123.0,Public tap pipe severely damaged in residential community,6.608148,3.352562,Other,2026-02-13 04:03:00
2065,PP20160822259,2016-08-22,Tunde Okoye,Male,2348127366409,tunde.okoye55@outlook.com,70925044981,Badagry Division,Ajeromi-Ifelodun,Liberty,94114.0,"install plumbing for kitchen, laundry, and 3 and 1/2 baths; install radiant heating, (1) shower pan",6.464269,3.333323,Other,2026-02-13 04:03:00
2066,PP20190805162,2019-08-05,Ngozi Ojo,Female,2348066417171,ngozi.ojo65@hotmail.com,68700107651,Ikeja Division,Ifako-Ijaiye,Ulloa,94116.0,Septic tank backflow causing strong sewage odor indoors,6.680504,3.341319,Other,2026-02-13 04:03:00
2067,PP20120627643,2012-06-27,Amaka Umeh,Female,2348184307923,amaka.umeh92@yahoo.com,80016902976,Ikeja Division,Mushin,15th,94116.0,Underground water pipe burst near hospital entrance,6.526192,3.350718,Other,2026-02-13 04:03:00
2068,PP20131203414,2013-12-03,Zainab Ajayi,Female,2349034283935,zainab.ajayi35@hotmail.com,75748906571,Ikeja Division,Oshodi-Isolo,Terry A. Francois,94158.0,2/f: tenant improvement 1/2in pre action system with 308 sprinklers.,6.553041,3.31148,Other,2026-02-13 04:03:00
2069,PP20180615356,2018-06-15,Yetunde Bamidele,Female,2348106334940,yetunde.bamidele86@yahoo.com,146838258,Ikeja Division,Alimosho,42nd,94116.0,Septic tank backflow causing strong sewage odor indoors,6.617913,3.295042,Other,2026-02-13 04:03:00
2070,PP20180418635,2018-04-18,Ayomide Akinyemi,Male,2349079422364,ayomide.akinyemi81@hotmail.com,3457156535,Badagry Division,Badagry,Santa Clara,94127.0,"renew permit pw20170418547. scope of work: full house remodel of plumbing 31/2 bathrooms,laundry kitchen and mechanical room.",6.421189,2.901384,Other,2026-02-13 04:03:00
2071,PP20191107018,2019-11-07,Ayomide Umeh,Male,2348194456411,ayomide.umeh57@yahoo.com,38083242078,Lagos Island Division,Lagos Mainland,Lyon,94117.0,Bathroom floor drain completely clogged with wastewater backup,6.528213,3.382317,Other,2026-02-13 04:03:00
2072,PP20140827604,2014-08-27,Kunle Okoye,Male,2349030602965,kunle.okoye72@hotmail.com,51555983175,Ikeja Division,Agege,Oak,94102.0,Water pipeline rupture near highway causing erosion,6.600311,3.309693,Other,2026-02-13 04:03:00
2073,PP20170616275,2017-06-16,Adaeze Owolabi,Female,2348176475301,adaeze.owolabi67@outlook.com,90513136720,Ikorodu Division,Ikorodu,Greenwich,94123.0,Major pipe burst near primary school disrupting access road,6.623284,3.509552,Other,2026-02-13 04:03:00
2074,PP20150722501,2015-07-22,Zainab Adeyemi,Female,2348083266170,zainab.adeyemi16@hotmail.com,90960244372,Ikorodu Division,Ikorodu,Nevada,94110.0,remodel (3) bathrooms and kitchen. new water heater.,6.614252,3.512935,Other,2026-02-13 04:03:00
2075,PP20191211870,2019-12-11,Ijeoma Owolabi,Female,2348126902291,ijeoma.owolabi71@hotmail.com,75392991509,Ikorodu Division,Ikorodu,Grant,94108.0,Major pipe burst near primary school disrupting access road,6.618796,3.521778,Other,2026-02-13 04:03:00
2076,PP20170607997,2017-06-07,Chukwudi Adebisi,Male,2349094351360,chukwudi.adebisi11@gmail.com,74669541224,Ikeja Division,Oshodi-Isolo,Filbert,94123.0,"disconnect and remove old leaking water heater. install new laars mt2v (200,000)btu lonox compliant heater. serial #840-a90-7734 to be removed from system.",6.554461,3.300631,Other,2026-02-13 04:03:00
2077,PP20100706199,2010-07-06,Abdulrahman Yakubu,Male,2348152018943,abdulrahman.yakubu21@hotmail.com,10392295899,Lagos Island Division,Apapa,Dolores,94110.0,Low water pressure affecting entire household supply,6.458702,3.356829,Other,2026-02-13 04:03:00
2078,PP20170109988,2017-01-09,Obinna Danladi,Male,2348143723158,obinna.danladi85@gmail.com,14150089487,Epe Division,Ibeju-Lekki,Arkansas,94107.0,Persistent dripping tap in kitchen wasting water daily,6.475265,3.580226,Other,2026-02-13 04:03:00
2079,PP20110708446,2011-07-08,Ayomide Okafor,Male,2349035315636,ayomide.okafor83@gmail.com,88726376872,Badagry Division,Ajeromi-Ifelodun,Octavia,94102.0,Toilet overflow due to heavily blocked drain system,6.460202,3.334142,Other,2026-02-13 04:03:00
2080,PP20120503308,2012-05-03,Adaeze Ojo,Female,2348157214194,adaeze.ojo50@gmail.com,42806826614,Ikeja Division,Kosofe,Cumberland,94110.0,Bathroom floor drain completely clogged with wastewater backup,6.583428,3.421498,Other,2026-02-13 04:03:00
2081,PP20130807066,2013-08-07,Aisha Ibrahim,Female,2348125753210,aisha.ibrahim91@yahoo.com,96199151902,Ikeja Division,Ifako-Ijaiye,Divisadero,94115.0,Toilet overflow due to heavily blocked drain system,6.667114,3.310236,Other,2026-02-13 04:03:00
2082,PP20160711972,2016-07-11,Adaeze Ekanem,Female,2349011480396,adaeze.ekanem77@hotmail.com,5316676020,Lagos Island Division,Apapa,Turner,94107.0,add 2 plumbing fixtures on existing plumbing system,6.444472,3.366938,Other,2026-02-13 04:03:00
2083,PP20130612539,2013-06-12,Ifeanyi Akinyemi,Male,2348139272714,ifeanyi.akinyemi32@gmail.com,10868791046,Epe Division,Epe,Armstrong,94124.0,Water heater pipe leakage soaking utility area,6.581026,3.981136,Other,2026-02-13 04:03:00
2084,PP20120305927,2012-03-05,Opeyemi Eze,Female,2349038249851,opeyemi.eze45@yahoo.com,13685677891,Lagos Island Division,Lagos Island,Mississippi,94107.0,Underground water pipe burst near hospital entrance,6.463964,3.38758,Other,2026-02-13 04:03:00
2085,PP20140616548,2014-06-16,Kunle Bamidele,Male,2348190616039,kunle.bamidele94@outlook.com,61683441290,Lagos Island Division,Lagos Mainland,Capp,94110.0,"install 2 bathrooms, 2 kitchen sinks and 2 gas lines.",6.508972,3.377594,Other,2026-02-13 04:03:00
2086,PP20140908863,2014-09-08,Ngozi Okoye,Female,2348173490611,ngozi.okoye30@hotmail.com,24805159504,Ikeja Division,Kosofe,Spear,94105.0,Major pipe burst near primary school disrupting access road,6.578458,3.407038,Other,2026-02-13 04:03:00
2087,PP20100211013,2010-02-11,Seyi Ibrahim,Male,2348108500672,seyi.ibrahim64@gmail.com,91085098868,Badagry Division,Ajeromi-Ifelodun,Virginia,94110.0,Water pipeline rupture near highway causing erosion,6.464946,3.338215,Other,2026-02-13 04:03:00
2088,PP20181029128,2018-10-29,Uche Adeyemi,Male,2349083327801,uche.adeyemi65@gmail.com,2727233499,Ikorodu Division,Ikorodu,Folsom,94107.0,plumbing for new restroom in existing space. toilet and hand sink,6.619307,3.51357,Other,2026-02-13 04:03:00
2089,PP20090731072,2009-07-31,Aisha Bamidele,Female,2348023966543,aisha.bamidele31@outlook.com,36304753309,Lagos Island Division,Apapa,10th,94118.0,Flooding due to collapsed drainage system after rainfall,6.466934,3.355571,Other,2026-02-13 04:03:00
